0.441
0.882
1.347
1.811
2.252
2.694
3.158
3.599
4.040
4.505
4.946
5.410
5.851
6.293
6.757
7.198
7.639
8.104
8.568
9.009
9.451
9.892
10.333
10.797
11.238
11.703
12.167
12.608
13.050
13.491
13.955
14.396
14.838
15.279
15.743
16.208
16.649
